movie_title,tomatometer_rating,audience_rating
Derailed,21,58
Derailroaded,82,83
Derrida,82,57
Dersu Uzala,73,94
Descendants 2,67,72
The Descent,85,75
Desert Bayou,78,59
Desert Blue,37,47
Desert Dancer,33,62
The Desert Fox,71,61
Desert Hearts,100,76
The Desert Rats,83,69
Desert Saints,29,55
Desierto,63,46
Designing Woman,80,68
Desk Set,100,83
Desperate Acts Of Magic,67,70
Desperate Living,70,80
Desperate Measures,17,37
Desperately Seeking Susan,86,62
Despicable Me 2,75,85
Despicable Me 3,58,54
Despite The Falling Snow,9,42
Destination Tokyo,80,65
Destination Wedding,53,60
Destiny (Der müde Tod),90,88
Destiny Turns on the Radio,17,21
Destroy All Monsters,75,68
Destroyer,74,49
Destry Rides Again,95,81
Detachment,57,74
The Detective,100,46
Detective Dee and the Mystery of the Phantom Flame,80,62
Detective Story,73,72
Detention,41,46
Detention Of The Dead,57,24
Deterrence,46,59
Detour,100,78
Detour,63,42
Detroit,84,79
Detroit 9000,25,49
Detroit Rock City,48,82
Detropia,85,63
Deuce Bigalow: Male Gigolo,22,42
Deuce Bigalow: European Gigolo,9,33
Deuces Wild,3,51
Devil,51,43
The Devil and Max Devlin,18,24
The Devil and Miss Jones,100,83
The Devil Came on Horseback,98,90
Devil in a Blue Dress,88,70
The Devil's Advocate,67,80
The Devil's Backbone (El Espinazo del diablo),92,89
The Devil's Brigade,60,69
The Devil's Chair ,60,33
Devil's Due,18,21
Devil's Gate,33,23
Devil's Knot,24,39
Devils on the Doorstep (Guizi lai le),90,95
The Devil's Own,34,41
The Devil's Rejects,54,78
The Dhamma Brothers,83,78
Dheepan,87,83
Mumbai Diaries,65,70
Dhoom: 2,92,77
Diablo,19,27
Dial A Prayer,71,41
Dial M for Murder,89,92
Diamonds Are Forever,65,58
Diana,8,25
Diana Vreeland: The Eye Has To Travel,94,79
Diane,93,65
Diane,88,50
Diary of the Dead,62,41
Diary of a Chambermaid (Le journal d'une femme de chambre),86,83
Diary of a Lost Girl (Tagebuch einer Verlorenen),100,87
Diary of a Mad Black Woman,16,87
Diary of a Wimpy Kid,52,49
Diary of a Wimpy Kid 2: Rodrick Rules,47,61
Diary of a Wimpy Kid: Dog Days,52,63
Diary Of A Wimpy Kid: The Long Haul,18,33
The Diary of Anne Frank,78,77
Dickie Roberts: Former Child Star,23,47
Die Another Day,57,41
Die! Die! My Darling!,50,58
Die Fälschung (Circle of Deceit),100,71
Die Hard,93,94
Die Hard 2,68,70
Die Hard: With a Vengeance,52,83
"Die, Monster, Die!",71,40
Die Wand (The Wall),78,70
Dig!,89,90
Dig Two Graves,76,39
Diggers,70,57
Digging For Fire,66,41
Digging to China,43,73
Digging Up the Marrow,60,41
Diggstown,57,77
Dil Bole Hadippa! (My Heart Goes Hooray!),63,56
Dim Sum: A Little Bit of Heart,88,52
Dim Sum Funeral,0,36
Diminished Capacity,35,37
Diner,92,77
Dinner for Schmucks,41,42
The Dinner Game (Le Dîner de cons),74,90
Dinner with Friends,90,46
Dinosaur 13,73,76
Dinosaurs Alive! 3D,75,36
Dinosaurs: Giants of Patagonia,100,52
Dinotasia,25,46
Dior and I,84,76
Diplomacy,94,81
Dirty Dancing,69,90
Dirty Dancing,19,15
Dirty Dancing: Havana Nights,23,73
The Dirty Dozen,88,90
Dirty Girl,33,53
Dirty Grandpa,11,44
Dirty Harry,91,90
Dirty Love,7,68
Dirty Mary Crazy Larry,50,69
Dirty Pretty Things,94,82
Dirty Rotten Scoundrels,89,84
A Dirty Shame,53,51
Dirty Wars,84,74
The Disappearance of Alice Creed,80,67
The Disappearance of Garcia Lorca,29,57
Disappearances,50,44
Disaster Movie,1,21
Disclosure,58,41
Disco Pigs,20,75
Disco Godfather,83,50
Disconnect,70,75
Discreet,78,40
The Discreet Charm Of The Bourgeoisie (Le Charme Discret de la Bourgeoisie),98,89
The Disenchanted,100,44
Disgrace,83,62
The Dish,96,81
Disneynature Bears,91,78
Disneynature Chimpanzee,75,75
Disneynature Crimson Wing,75,75
Disneynature Earth,86,82
Disneynature Monkey Kingdom,93,76
Disneynature Oceans,81,75
Aladdin,95,92
Disobedience,84,76
Disorder (Maryland),72,52
The Disorderly Orderly,60,68
Disorganized Crime,50,57
Distorted,18,82
Banlieue 13 - Ultimatum (District 13: Ultimatum),74,55
District 9,90,82
District B13 (Banlieue 13),80,78
Disturbia,69,77
Disturbing Behavior,34,40
Disturbing The Peace,100,69
William Kunstler: Disturbing the Universe,79,78
Divergent,42,69
Divide and Conquer: The Story of Roger Ailes,90,79
Divided We Fall,90,91
Divine Secrets of the Ya-Ya Sisterhood,44,65
Divines,83,72
Divorce American Style,100,56
The Divorcée,75,63
Dixie Chicks - Shut Up and Sing,89,86
Dixieland,10,40
Django,92,84
Django,59,78
Django Unchained,86,91
Do I Sound Gay?,81,47
Do Knot Disturb,20,22
Do Not Resist,90,62
Do the Right Thing,93,90
Do You Believe?,25,83
Do You Trust this Computer?,71,93
DOA: Dead or Alive,33,36
Doc Holliday,43,47
Doc Hollywood,67,50
Doctor Dolittle,32,57
Doctor Faustus,10,30
Doctor Strange,89,86
Dodgeball - A True Underdog Story,70,76
Dog Day Afternoon,95,90
Dog Days,63,77
Dog Eat Dog,51,18
Dog Park,36,28
Dog Pound,65,69
Dog Soldiers,77,79
Doghouse,48,46
Dogtooth (Kynodontas),92,76
Dogtown and Z-Boys,92,88
Dogville,70,89
"Doin' It in the Park: Pick-Up Basketball, NYC",75,70
La Dolce Vita,97,90
Dolemite,64,67
Dolemite Is My Name,97,91
$ (Dollars) (The Heist),86,53
Dolly Parton's Coat of Many Colors,78,68
Dolores Claiborne,84,81
Dolphin Tale,81,80
Dolphin Tale 2,65,72
Dolphins,88,65
Dom Hemingway,56,38
Domestic Disturbance,24,37
Dominick Dunne: After the Party,86,93
Dominion: Prequel to the Exorcist,30,25
Domino,18,56
Domino,33,22
Don Juan DeMarco,69,68
Don 2,69,72
Don Jon,79,58
Don McKay,38,23
Don Peyote,7,30
Don Quixote,43,40
Don Verdean,29,24
Donkey Punch,52,24
Donnie Brasco,88,89
Donnie Darko,87,80
Donnybrook,38,43
Donovan's Echo,14,43
Donovan's Reef,55,77
Don't Ask Don't Tell,36,25
Don't Be a Menace to South Central While Drinking Your Juice in The Hood,31,80
Don't Be Afraid of the Dark,67,58
Don't Be Afraid Of The Dark,59,34
Don't Bother to Knock,100,75
Don't Breathe,88,78
Don't Call Me Son (Mãe Só Há Uma),82,63
Don't Come Back from the Moon,94,72
Don't Come Knocking,43,60
Don't Go,39,28
Don't Go in the House,40,33
Don't Hang Up,25,30
Don't Kill It,92,37
Don't Knock Twice,21,22
Don't Leave Home,74,22
Dont Look Back,100,92
Don't Look Now,97,77
Hot Pursuit,7,35
Don't Say a Word,24,49
Don't Sleep,9,22
Don't Stop Believin': Everyman's Journey,64,73
Don't Tell Mom the Babysitter's Dead,36,56
Don't Think Twice,98,69
Don't Torture a Duckling,80,77
Don't Trip...He Ain't Through with Me Yet,45,74
"Don't Worry, He Won't Get Far on Foot",76,74
Doom,19,34
The Doom Generation,47,62
Doomsday,51,44
Doomsday Book,80,55
The Doors,57,79
Dopamine,52,53
Dope,88,83
Dorfman in Love,21,51
National Lampoon Presents Dorm Daze,0,26
Dormant Beauty,80,39
Dot the I,25,76
Double Dare,97,79
Double Dragon,13,26
Double Impact,32,42
Double Indemnity,97,95
La Double Vie de Véronique (The Double Life of Veronique),82,92
Double Lover (L'amant double),70,49
Double Team,11,25
Double Whammy,36,30
Doubt,80,78
Doug's 1st Movie,26,28
Dovlatov,79,59
Down Terrace,86,61
Down a Dark Hall,50,20
Down And Dangerous,60,26
Down and Derby,22,51
Down and Out in Beverly Hills,81,52
Down by Law,90,94
Down in the Delta,79,70
Down in the Valley,52,53
Down Periscope,12,62
Down the Shore,45,36
Down to the Bone,94,71
Down to You,3,49
Down With Love,60,62
Downfall (Der Untergang),90,94
Downhill Racer,84,60
Downriver,89,56
Downsizing,48,22
Downtown 81,77,74
Dr. Bronner's Magic Soapbox,86,62
Dr. Cyclops,77,55
Dr. Dolittle,43,34
Dr. Dolittle 2,42,26
Dr. Feelgood: Dealer or Healer?,83,48
Dr. Giggles,17,41
Dr. Goldfoot and the Bikini Machine,29,43
"Dr. Mabuse the Gambler (Dr. Mabuse, der Spieler - Ein Bild der Zeit) (Dr. Mabuse, King of Crime)",93,88
Dr. No,95,82
Dr. Phibes Rises Again,60,57
Dr. Strangelove Or How I Learned to Stop Worrying and Love the Bomb,98,94
Dr. T and the Women,56,20
Dr. Who and the Daleks,47,41
Dracula 2000,18,39
Dracula A.D. 1972,22,40
Dracula - Dead and Loving It,11,49
Dracula Has Risen From the Grave,80,60
Dracula II: Ascension,0,30
Dracula Untold,23,58
Dracula's Daughter,55,41
Draft Day,59,65
Drag Me to Hell,92,62
Dragged Across Concrete,75,68
Dragon Ball Super: Broly,83,92
Dragon Ball Z: Battle Of Gods,88,80
Dragon Ball Z: Resurrection 'F',83,84
Dragon Blade (Tian jiang xiong shi),37,39
Dragon: The Bruce Lee Story,71,79
Dragon Wars,28,19
Dragonball Evolution,15,20
Dragonheart,50,60
Dragonheart - A New Beginning,40,35
Dragonslayer,87,62
Dragonslayer,89,61
Dreadnaught,60,85
Dream a Little Dream,0,67
Dream Big: Engineering Our World,100,66
Dream for an Insomniac,50,75
Dream Home,76,60
Dream House,6,36
Dreamcatcher,29,35
Dreamer: Inspired by a True Story,64,78
Dreamgirls,78,71
Dreaming of Joseph Lees,36,56
Dreams,63,86
Dreams of a Life,75,65
Dreams Rewired,75,45
Dreams With Sharp Teeth,100,85
Dreamscape,77,46
Dredd,79,72
The Dresser,100,87
Drew: The Man Behind The Poster,50,71
Drift,32,56
Drifter,36,12
Drillbit Taylor,26,44
Drinking Buddies,83,49
Drive Angry,47,37
Drive,92,79
Drive Hard,8,12
"Drive, He Said",62,24
Drive Me Crazy,28,53
Driven,65,75
DriverX,44,88
Drone,27,25
Drones,33,29
Drop Dead Fred,9,77
Drop Dead Gorgeous,46,75
Drop Zone,41,31
Drowning Mona,29,46
The Drowning Pool,53,50
Drug Lord: The Legend Of Shorty,63,43
Drug War,94,77
Drugstore Cowboy,100,85
Drumline,82,70
The Drum (Drums),83,56
Drums Along the Mohawk,82,60
Drunk Stoned Brilliant Dead: The Story of the National Lampoon,87,68
Drunkboat,23,24
Drunken Master (Jui kuen),82,85
Drunks,57,42
The Dry Land,64,46
Duane Hopwood,55,61
Duck,50,46
Duck Butter,57,47
Duck Season (Temporada de patos),90,78
Duck Soup,92,91
"Duck, You Sucker (A Fistful of Dynamite) (Giù la testa)",91,83
DuckTales: The Movie - Treasure of the Lost Lamp,88,69
Dude Bro Party Massacre III,90,77
"Dude, Where's My Car?",17,47
Dudley Do-Right,16,23
Due Date,40,52
The Duellists,92,83
The Dukes,57,34
The Dukes of Hazzard: The Beginning,20,47
Dum Maaro Dum,60,43
Duma,93,80
Dumb and Dumber,67,84
Dumb and Dumber To,30,35
Dumb and Dumberer: When Harry Met Lloyd,10,23
Dumbo,98,70
Dumbo,47,50
Dumbstruck,71,78
Dumplin',85,74
The Dungeon Masters,80,27
Dungeons & Dragons,10,20
Dunkirk,92,81
Dunston Checks In,12,40
The Dunwich Horror,17,30
Duplex,35,40
Duplicity,65,37
Dust,20,62
Dust Devil,29,60
The Dust Factory,9,58
Dust to Glory,60,91
Dying Breed,50,23
The Dying Gaul,49,52
Dying Laughing,89,31
Dying of the Light,8,15
Dying To Know: Ram Dass & Timothy Leary,78,83
Dynamite Warrior,67,35
Dysfunktional Family,43,77
E-Demon,33,78
Eagle Eye,27,62
Eagle vs Shark,55,67
Eagles of Death Metal: Nos Amis (Our Friends),100,93
Eames: The Architect And The Painter,88,82
Early Man,81,49
Early Summer,100,93
Earth Girls Are Easy,67,42
Earth: One Amazing Day,100,84
Earth to Echo,51,47
Earth vs. the Flying Saucers,71,54
Earthquake,38,35
Easier with Practice,91,70
East Is East,78,78
East Side Sushi,94,83
Easter Parade,90,86
Eastern Boys,89,76
Eastern Promises,89,83
East/West,65,88
Easy,59,48
Easy A,85,77
"Easy Come, Easy Go",43,38
Easy Living,78,75
Easy Money: Hard to Kill,50,45
Easy Rider,88,82
Eat Drink Man Woman (Yin shi nan nu),91,92
Eat Pray Love,36,42
Eat That Question: Frank Zappa in His Own Words,92,73
Eat the Rich,43,81
Eating,71,40
Eating Animals,91,73
Eating Out,16,59
Eating Out 2: Sloppy Seconds,44,63
Eating Out: All You Can Eat,17,53
Eating Raoul,86,71
Echelon Conspiracy,0,31
Echo In the Canyon,94,92
Echoes of Innocence,0,62
Echoes of War,31,42
Ecstasy,15,24
Ed,0,22
Ed Gein,10,40
Ed Wood,92,88
EDC 2013: Under the Electric Sky,53,66
Eddie Murphy Raw,81,85
Eddie The Eagle,82,82
Eddie The Sleepwalking Cannibal,61,53
Eden,50,59
Eden,86,68
Eden,82,58
Eden Lake,79,66
Eden Log,50,34
The Edge,63,70
Edge of Darkness,56,49
The Edge of Love,37,43
Edge of Seventeen,75,72
Edge of Winter,50,33
Edison (Edison Force),0,36
Edmond,47,45
EDtv,64,30
The Education of Charlie Banks,47,45
The Education of Little Tree,59,75
Edward Scissorhands,90,91
Edwin Boyd (Citizen Gangster),53,40
Egg,100,43
Eight Below,72,79
Eight Legged Freaks,48,32
Eight Men Out,86,79
Eight Miles High!,47,54
Eighth Grade,99,83
Eyes Wide Open (Einaym Pkuhot),85,77
Eisenstein In Guanajuato,61,50
Ejecta,40,15
EK MAIN AIR EKK TU,63,38
Eklavya,75,64
El Nino Pez (The Fish Child),80,46
El artista y la modelo (The Artist and the Model),70,55
El Aura (The Aura),87,75
El Bulli: Cooking In Progress,60,49
El Camino: A Breaking Bad Movie,90,82
El Camino Christmas,40,39
El Cantante,25,62
El Chicano,38,60
El Dorado,100,87
El Mariachi,93,76
El Norte,86,82
El Topo,78,84
Elaine Stritch: Shoot Me,99,79
Election,92,79
Triad Election (Hak se wui yi wo wai kwai),96,81
Electra Glide in Blue,60,76
"Electric Boogaloo: The Wild, Untold Story of Cannon Films",91,81
The Electric Horseman,62,57
Electric Man,20,55
Electric Slide,14,26
Electroma,60,73
Elektra,11,29
Elektra Luxx,24,19
Elena,94,73
Elephant,73,79
Elephant Walk,60,50
Elevator to the Gallows (Ascenseur pour l'échafaud),93,91
Elf,83,78
Elf: Buddy's Musical Christmas,89,42
Elfie Hopkins,0,14
Eli,48,44
Elis,29,62
Tropa de Elite (The Elite Squad),53,87
Elite Squad: The Enemy Within,93,91
Stonehearst Asylum,53,49
Elizabeth Harvest,50,45
Elizabethtown,29,66
Ella Enchanted,50,57
Elle,91,73
$ellebrity,57,53
Elles,23,27
Ellie Parker,50,43
Elling,85,91
Eloise,0,17
Elsa & Fred,32,50
Elstree 1976,81,39
"Elvira, Mistress of the Dark",47,65
Elvira's Haunted Hills,75,47
Elvis & Nixon,77,57
Elysium,66,58
Embrace Of The Serpent (El Abrazo De La Serpiente),96,84
Embrace of the Vampire,10,27
Emelie,88,41
Emergo (Apartment 143),17,22
Emmanuel's Gift,82,85
Emmet Otter's Jug-Band Christmas,100,85
"Empathy, Inc.",85,91
Emperor,32,45
The Emperor's New Clothes,73,63
The Emperor's New Groove,85,83
The Empire in Africa,67,79
Empire of the Ants,0,26
Empire of the Sun,75,90
Empire Records,29,84
Star Wars: Episode V - The Empire Strikes Back,95,97
Employee of the Month,20,53
Empties (Vratné lahve),100,82
A Royal Affair,90,82
En soap,55,69
Enchanted,93,80
Enchanted April,84,83
Encino Man,15,56
End Game,100,85
The End of America,80,73
End of Days,11,32
The End Of Poverty,52,76
End of the Century: The Story of the Ramones,95,93
End of the Spear,40,82
The End of Violence,29,44
End of Watch,85,86
Ender's Game,61,65
Endless Love,28,52
Endless Love,16,58
Endless Poetry (Poesía Sin Fin),93,81
The Endless Summer,100,91
Endurance,50,50
Enduring Love,58,60
Enemies of the People,100,85
"Enemies, a Love Story",83,53
Enemies Closer,79,29
Enemy,71,63
Enemy at the Gates,54,82
The Enemy Below,80,87
Enemy Mine,59,68
Enemy of the State,71,78
Enemy Territory (Septembers Of Shiraz),31,43
England Is Mine,52,38
The English Patient,84,83
English Vinglish,80,83
The Englishman Who Went up a Hill But Came Down A Mountain,58,54
The Enigma of Kaspar Hauser (Jeder für sich und Gott gegen alle)(Every Man for Himself and God Against All),95,90
Enough Said,95,75
Enron: The Smartest Guys in the Room,97,87
Entanglement,61,39
Enter the Dangerous Mind,23,29
Enter the Dragon,94,92
Enter the Void (Soudain le vide),71,71
Enter The Warriors Gate (Warrior's Gate),50,41
Entertaining Angels: The Dorothy Day Story,50,69
Entertainment,83,46
Entourage,33,57
Entrapment,38,50
Step Up To The Plate,67,45
Entre nos (Between Us),83,84
Entropy,40,74
Epic,64,65
Epic Movie,2,29
Equal Means Equal,75,70
Equalizer 2,52,61
Equals,35,42
Equilibrium,40,81
Equity,83,52
Eragon,16,47
Erased,27,36
Eraser,35,39
Eraserhead,90,83
Erik the Viking,47,59
Erin Brockovich,84,81
Ernest Scared Stupid,17,50
Ernest & Célestine,97,88
Ernest Goes to Jail,13,48
Ernest Rides Again,14,43
Ernest Saves Christmas,36,42
Eros,34,45
The Errand Boy,50,72
Errors Of The Human Body,73,42
Escaflowne: The Movie,43,69
Escanaba in da Moonlight,50,79
Escape Fire: The Fight to Rescue American Healthcare,77,92
Escape From Alcatraz,96,85
John Carpenter's Escape from L.A.,52,39
Escape From Planet Earth,35,54
Escape from the Planet of the Apes,78,53
Escape From Tomorrow,56,25
Escape Plan,50,55
Escape Plan 2: Hades,8,14
Escape Plan: The Extractors,30,34
Escape Room,50,52
Escape to Witch Mountain,76,59
Essential Killing,84,46
Essex Boys,17,62
Esteros,100,76
Esto es un Robo,17,46
Estranged,100,36
E.T. The Extra-Terrestrial,98,72
Eternal Sunshine Of The Spotless Mind,93,94
Ethan Mao,36,59
Ethan Frome,55,39
Etoiles: Dancers of the Paris Opera Ballet,62,79
Etz Limon (Lemon Tree),91,83
Eulogy,32,71
Eulogy for a Vampire,0,14
Euphoria,19,38
Eureka,40,50
Europa Report,81,57
Eurotrip,47,75
Eva,64,56
Eva Hesse,79,64
Evan Almighty,23,52
Eve of Destruction,20,14
Evelyn,64,78
Even Dwarfs Started Small (Auch Zwerge haben klein angefangen),100,77
The Even Stevens Movie,40,52
Even the Rain (Meme La Pluie),87,85
Evening,27,48
The Evening Star,22,63
Event Horizon,27,61
Ever After: A Cinderella Story,91,84
Everest,93,75
Everest,73,68
Evergreen,44,30
Evergreen: The Road to Legalization in Washington,83,47
Everlasting,100,81
An Everlasting Piece,48,78
Everly,30,28
Every Act of Life,89,100
Ever Again,50,54
Every Day,34,24
Every Day,62,56
Every Little Step,92,88
Every Secret Thing,32,32
Every Thing Will Be Fine,28,24
Every Time I Die,100,73
Every Which Way But Loose,37,56
Everybody Knows (Todos lo saben),79,61
Everybody Knows... Elizabeth Murray,100,17
Everybody Loves Somebody,93,70
Everybody Wants Some!!,87,68
Everybody Wants to Be Italian,9,34
Everybody's All-American,42,46
Everybody's Famous!,54,64
Everyday,74,42
Everyday Sunshine: The Story of Fishbone,100,85
Everyone Stares: The Police Inside Out,29,64
Everyone's Hero,42,44
"Everything, Everything",45,62
Everything is Illuminated,66,89
Everything Must Go,73,53
Everything Strange and New,60,27
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,86,69
Everything's Cool,50,77
Eve's Bayou,81,90
Evidence,6,28
Evil Dead 2: Dead by Dawn,98,89
The Evil of Frankenstein,57,36
Evil Under the Sun,86,72
Evilspeak,43,37
Evita,63,68
Évocateur: The Morton Downey Jr. Movie,91,84
Evolution,82,45
Ex Drummer,44,70
Ex Machina,92,86
Exam,63,56
Examined Life,77,73
Excalibur,79,80
Excess Baggage,32,41
Excision,84,61
Excuse Me for Living,14,15
Executive Action,57,60
Executive Suite,100,74
Exhibition,84,45
Fong juk (Exiled),80,80
Existenz,74,69
Exists,30,29
Exit Through The Gift Shop,95,91
Exit Wounds,32,45
Exodus: Gods and Kings,30,35
The Exorcism of Emily Rose,44,60
The Exorcist,85,87
The Exorcist III,56,55
Exorcist II: The Heretic,15,13
Exorcist: The Beginning,10,27
Expelled: No Intelligence Allowed,11,68
Experiment in Terror,100,77
Experiment Perilous,100,35
Experimenter,84,61
Expired,59,45
Explicit Ills,54,39
The Exploding Girl,76,54
Explorers,77,66
Exporting Raymond,72,68
Exposed,8,16
Exterminating Angels,49,32
The Exterminator,36,40
Extinction,20,33
Extinction,39,48
The Extra Man,42,37
Extraction,6,17
Extraordinary Measures,28,53
Extraordinary Tales,58,49
Extraterrestrial,67,39
Extraterrestrial,29,26
Extreme Measures,56,40
Extreme Ops,7,28
Extreme Prejudice,67,58
An Extremely Goofy Movie,63,48
Extremely Loud & Incredibly Close,46,61
"Extremely Wicked, Shockingly Evil and Vile",56,58
Extremities,40,66
Eye for an Eye,8,55
Eye In The Sky,95,83
Eye of the Dolphin,29,59
Eye of the Needle,81,73
Eyes of Laura Mars,46,43
The Eyes of Tammy Faye,86,72
Eyes Wide Shut,75,73
Eyes Without a Face,98,87
F,75,23
F for Fake,88,89
A Face in the Crowd,93,94
Face to Face,91,91
Face/Off,92,82
Faces,87,88
"Faces Places (Visages, villages)",99,89
Facing the Giants,13,85
Facing Windows,64,87
Factory Girl,19,60
Factotum,75,62
The Faculty,53,55
Fading Of The Cries,0,39
Fading Gigolo,54,41
Fados,96,81
Fahrenheit 11/9,82,60
Fail-Safe,95,91
Failure to Launch,24,52
Fair Game,79,65
Fairy Tale: A True Story,55,67
Faith Of Our Fathers,10,56
Faithful,7,49
Fake It So Real,91,49
The Falcon and the Snowman,80,69
Falcon Rising,43,43
Fall Down Dead,0,5
The Fall of Fujimori,92,91
The Fall of the Roman Empire,100,69
Fall to Grace,56,20
Fallen (Falling),27,43
Fallen,7,66
The Fallen Idol,100,88
Falling Angels,63,66
Falling Down,74,84
Falling from Grace,75,44
Falling in Love,58,63
Falling Inn Love,61,31
Falling Overnight,40,64
Fame,84,69
Family Business,38,27
The Family Jewels,80,72
The Family Man,53,67
Family Plot,92,62
The Family Stone,52,63
A Family Thing,73,71
Family Weekend,36,52
Famous Nathan,100,69
Fanboys,32,57
Fando y Lis (Fando and Lis),67,74
Fanny & Alexander,100,94
"Fanny, Annie & Danny",67,83
Fantasia 2000,81,75
Fantastic Beasts and Where to Find Them,75,79
Fantastic Beasts: The Crimes of Grindelwald,37,55
Fantastic Four,27,45
Fantastic Four,9,18
Fantastic Four: Rise of the Silver Surfer,37,51
